ENTREZID	GENETITLE	SYMBOL	CHR_Mapping	BP_Mapping	process_jetset_score	specificity_jetset_score	coverage_jetset_score	robust_jetset_score	overall_jetset_score	top_probe_indicator
64220	stimulated by retinoic acid 6	STRA6	15	74194468.75	246	1	0.8	0.66342329	0.530738632	1
80125	coiled-coil domain containing 33	CCDC33	15	74306777.5	383	0.909090909	0.083333333	0.527890782	0.039991726	1
1583	cytochrome P450 family 11 subfamily A member 1	CYP11A1	15	74352368.5	390	0.818181818	1	0.521762764	0.426896807	1
8482	semaphorin 7A (John Milton Hagen blood group)	SEMA7A	15	74421557.25	408	0.909090909	1	0.506329672	0.460299701	1
84993	ubiquitin like 7	UBL7	15	74453582	366	0.909090909	1	0.543074429	0.493704026	1
440288	UBL7 antisense RNA 1 (head to head)	UBL7-AS1	15	74471278	173	1	1	0.749331444	0.749331444	1
10620	AT-rich interaction domain 3B	ARID3B	15	74569653.5	329	1	1	0.577647888	0.577647888	1
1198	CDC like kinase 3	CLK3	15	74620941.5	513	1	0.529411765	0.424979948	0.224989384	1
80153	enhancer of mRNA decapping 3	EDC3	15	74663301	319.5	0.727272727	1	0.586874522	0.426817834	1
1543	cytochrome P450 family 1 subfamily A member 1	CYP1A1	15	74722575.5	319	0.909090909	1	0.587364196	0.533967451	1
1544	cytochrome P450 family 1 subfamily A member 2	CYP1A2	15	74752721	81	0.181818182	1	0.873617515	0.158839548	1
1445	c-src tyrosine kinase	CSK	15	74792640.5	168	1	1	0.755607216	0.755607216	1
79748	lectin, mannose binding 1 like	LMAN1L	15	74819305	383	0.818181818	1	0.527890782	0.43191064	1
594855	complexin 3	CPLX3	15	74829202	362	0.818181818	1	0.546710061	0.447308232	1
25989	unc-51 like kinase 3	ULK3	15	74839663	245	1	1	0.664530841	0.664530841	1
10066	secretory carrier membrane protein 2	SCAMP2	15	74858554	263	1	1	0.644874846	0.644874846	1
4351	mannose phosphate isomerase	MPI	15	74894732	1457	0.909090909	0.9	0.088005216	0.072004267	1
57184	family with sequence similarity 219 member B	FAM219B	15	74903440	244	0.818181818	0.826086957	0.665640241	0.449899135	1
9377	cytochrome c oxidase subunit 5A	COX5A	15	74929214.5	209	1	1	0.705658454	0.705658454	1
54913	ribonuclease P/MRP subunit p25	RPP25	15	74956267.5	459	1	1	0.465037045	0.465037045	1
192683	secretory carrier membrane protein 5	SCAMP5	15	75008514.5	381	1	0.75	0.529654826	0.39724112	1
60490	phosphopantothenoylcysteine decarboxylase	PPCDC	15	75042068.5	1330	1	0.583333333	0.10877041	0.063449406	1
56905	chromosome 15 open reading frame 39	C15orf39	15	75207024	316	0.909090909	1	0.590310834	0.536646213	1
54939	COMM domain containing 4	COMMD4	15	75338425.67	431	0.909090909	0.647058824	0.487272088	0.28663064	1
79661	nei like DNA glycosylase 1	NEIL1	15	75351277.25	266	1	0.916666667	0.641655843	0.588184523	1
4123	mannosidase alpha class 2C member 1	MAN2C1	15	75362209	307	0.909090909	0.733333333	0.599239738	0.399493159	1
25942	SIN3 transcription regulator family member A	SIN3A	15	75411208	133.5	1	1	0.800366427	0.800366427	1
5780	protein tyrosine phosphatase, non-receptor type 9	PTPN9	15	75523205.5	437	1	1	0.482419625	0.482419625	1
10073	snurportin 1	SNUPN	15	75612161.75	302	0.909090909	1	0.604258469	0.549325881	1
55272	IMP3, U3 small nucleolar ribonucleoprotein	IMP3	15	75639703.5	499	1	1	0.435021209	0.435021209	1
257364	sorting nexin 33	SNX33	15	75653816.5	294	0.909090909	1	0.612376011	0.556705465	1
1464	chondroitin sulfate proteoglycan 4	CSPG4	15	75693584.5	124	0.909090909	1	0.813150491	0.739227719	1
161753	outer dense fiber of sperm tails 3 like 1	ODF3L1	15	75725831.5	250.5	0.818181818	1	0.658462107	0.538741724	1
100128285	dynamin 1 pseudogene 35	DNM1P35	15	75733873	229	0.909090909	1	0.682505239	0.620459308	1
92912	ubiquitin conjugating enzyme E2 Q2	UBE2Q2	15	75872355.5	339	0.909090909	0.928571429	0.568092309	0.479558443	1
26263	F-box protein 22	FBXO22	15	75918462.5	606	0.727272727	0.25	0.363912217	0.066165858	1
145957	neuregulin 4	NRG4	15	75977214.5	3075	1	0.307692308	0.005920848	0.001821799	1
123591	transmembrane protein 266	TMEM266	15	76132460	210	0.909090909	1	0.704482357	0.640438506	1
7302	TYRO3P protein tyrosine kinase pseudogene	TYRO3P	15	76259720	178	0.636363636	0.5	0.743107795	0.236443389	1
2108	electron transfer flavoprotein alpha subunit	ETFA	15	76263878	477	0.909090909	1	0.451281829	0.410256208	1
64843	ISL LIM homeobox 2	ISL2	15	76339599	405	0.909090909	1	0.508869782	0.462608893	1
49855	S-phase cyclin A associated protein in the ER	SCAPER	15	76610547.5	366	0.727272727	0.741935484	0.543074429	0.293037228	1
5955	reticulocalbin 2	RCN2	15	76940940	684.5	0.727272727	1	0.319248627	0.232180819	1
9051	proline-serine-threonine phosphatase interacting protein 1	PSTPIP1	15	77016178.25	429	0.818181818	0.941176471	0.488900398	0.376479451	1
10099	tetraspanin 3	TSPAN3	15	77057622.5	357.5	0.818181818	0.75	0.550829248	0.338008856	1
81698	long intergenic non-protein coding RNA 597	LINC00597	15	77224655.5	386	0.818181818	0.5	0.525255724	0.214877342	1
79834	pseudopodium enriched atypical kinase 1	PEAK1	15	77264129.5	259	0.909090909	0.875	0.649191985	0.516402715	1
10363	high mobility group 20A	HMG20A	15	77453126.5	358	0.909090909	0.6	0.550370032	0.300201835	1
253044	LINGO1 antisense RNA 1	LINGO1-AS1	15	77645501	255	1	0.5	0.653538025	0.326769013	1
101929478	LINGO1 antisense RNA 2	LINGO1-AS2	15	77664062	296	0.818181818	1	0.610336459	0.499366194	1
84894	leucine rich repeat and Ig domain containing 1	LINGO1	15	77682576.5	800	1	1	0.26330409	0.26330409	1
91450	uncharacterized LOC91450	LOC91450	15	77993728.5	435	0.909090909	1	0.484031719	0.440028836	1
23102	TBC1 domain family member 2B	TBC1D2B	15	78036318	372	0.909090909	0.833333333	0.537666262	0.407322926	1
10518	calcium and integrin binding family member 2	CIB2	15	78118070	253	0.818181818	0.777777778	0.655721944	0.4172776	1
3419	isocitrate dehydrogenase 3 (NAD(+)) alpha	IDH3A	15	78159959	316	1	1	0.590310834	0.590310834	1
23205	acyl-CoA synthetase bubblegum family member 1	ACSBG1	15	78202775.5	542	1	0.666666667	0.404911421	0.269940948	1
55466	DnaJ heat shock protein family (Hsp40) member A4	DNAJA4	15	78273599.17	382	0.909090909	1	0.528772068	0.48070188	1
80349	WD repeat domain 61	WDR61	15	78291480.5	397	0.909090909	1	0.515705884	0.468823531	1
1381	cellular retinoic acid binding protein 1	CRABP1	15	78344276.5	350.5	0.727272727	1	0.557298646	0.405308106	1
3658	iron responsive element binding protein 2	IREB2	15	78465250.83	369	1	0.75	0.54036358	0.405272685	1
123688	hydroxylysine kinase	HYKK	15	78522286	488	0.909090909	1	0.443076931	0.40279721	1
5685	proteasome subunit alpha 4	PSMA4	15	78544903.25	551.5	1	1	0.398545547	0.398545547	1
1138	cholinergic receptor nicotinic alpha 5 subunit	CHRNA5	15	78580394	1001	0.909090909	0.4	0.188298811	0.068472295	1
1136	cholinergic receptor nicotinic alpha 3 subunit	CHRNA3	15	78607736.5	767.5	0.909090909	1	0.277972296	0.252702087	1
1143	cholinergic receptor nicotinic beta 4 subunit	CHRNB4	15	78632769	1399	0.818181818	0.75	0.09694496	0.059488953	1
11173	ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAMTS7	15	78785332.5	584	0.181818182	1	0.37751486	0.068639065	1
10933	mortality factor 4 like 1	MORF4L1	15	78885311.5	381	0.909090909	0.833333333	0.529654826	0.401253656	1
1512	cathepsin H	CTSH	15	78933423.5	190.5	0.909090909	0.714285714	0.727773884	0.472580444	1
5923	Ras protein specific guanine nucleotide releasing factor 1	RASGRF1	15	79004106.25	439.5	0.727272727	0.7	0.480412055	0.24457341	1
390616	ankyrin repeat domain 34C	ANKRD34C	15	79290521	256	0.818181818	1	0.652448795	0.533821741	1
23423	transmembrane p24 trafficking protein 3	TMED3	15	79342439.17	375	0.818181818	0.333333333	0.534982409	0.145904293	1
23251	KIAA1024	KIAA1024	15	79452407.5	217	0.818181818	0.9	0.696304377	0.512733223	1
400410	suppressor of tumorigenicity 20	ST20	15	79909808.17	268	0.454545455	0.4	0.639518773	0.116276141	1
283687	ST20 antisense RNA 1	ST20-AS1	15	79923812	163	0.909090909	0.5	0.76193555	0.346334341	1
597	BCL2 related protein A1	BCL2A1	15	79966095	473.5	0.818181818	1	0.453924208	0.371392534	1
2184	fumarylacetoacetate hydrolase	FAH	15	80169736	573	1	1	0.38450568	0.38450568	1
100996492	long intergenic non-protein coding RNA 1314	LINC01314	15	80223869.5	394	0.818181818	1	0.518293032	0.424057935	1
283688	long intergenic non-protein coding RNA 927	LINC00927	15	80302436	360	1	1	0.548536994	0.548536994	1
9915	aryl hydrocarbon receptor nuclear translocator 2	ARNT2	15	80501142.5	415	0.909090909	1	0.500451946	0.454956315	1
101929586	uncharacterized LOC101929586	LOC101929586	15	80558777	322	0.727272727	1	0.584432267	0.425041649	1
58489	abhydrolase domain containing 17C	ABHD17C	15	80725465.5	781	0.909090909	1	0.271782655	0.247075141	1
57214	cell migration inducing hyaluronan binding protein	CEMIP	15	80865502	286	0.909090909	1	0.620602604	0.564184186	1
23184	mesoderm development candidate 2	MESDC2	15	80975706.25	283	0.727272727	0.666666667	0.623715989	0.302407752	1
59274	mesoderm development candidate 1	MESDC1	15	81002478.5	384	0.909090909	1	0.527010964	0.479100876	1
161502	cilia and flagella associated protein 161	CFAP161	15	81141738.5	492	0.818181818	0.75	0.440130461	0.270080056	1
3603	interleukin 16	IL16	15	81276229.33	752	1	0.863636364	0.285252952	0.246354823	1
80765	StAR related lipid transfer domain containing 5	STARD5	15	81318425.25	438	0.818181818	0.6	0.481615592	0.236429472	1
84206	mex-3 RNA binding family member B	MEX3B	15	82043960	1108	1	1	0.157519303	0.157519303	1
101929690	long intergenic non-protein coding RNA 1583	LINC01583	15	82093143	211	0.636363636	1	0.70330822	0.447559776	1
79631	elongation factor like GTPase 1	EFL1	15	82196432.25	374	0.818181818	1	0.535875535	0.43844362	1
283726	stabilizer of axonemal microtubules 2	SAXO2	15	82273868	389	1	1	0.52263382	0.52263382	1
6218	ribosomal protein S17	RPS17	15	82538624.75	327	0.363636364	0.75	0.579578205	0.158066783	1
64506	cytoplasmic polyadenylation element binding protein 1	CPEB1	15	82582840.67	952	0.909090909	1	0.204335841	0.185759855	1
283692	CPEB1 antisense RNA 1	CPEB1-AS1	15	82670294.5	141	0.818181818	1	0.790415872	0.646703896	1
8120	adaptor related protein complex 3 beta 2 subunit	AP3B2	15	82684594	471	0.909090909	0.833333333	0.455821089	0.345319007	1
338963	epididymal protein pseudogene	LOC338963	15	82712231.5	496	0.909090909	1	0.437203585	0.397457805	1
283693	actin gamma 1 pseudogene 17	ACTG1P17	15	82732838.5	413	0.909090909	1	0.502124299	0.456476635	1
100505616	small nucleolar RNA host gene 21	SNHG21	15	82753342.25	251	0.545454545	0.2	0.65791316	0.071772345	1
123722	fibronectin type III and SPRY domain containing 2	FSD2	15	82780717	1797.5	0.909090909	0.857142857	0.049870151	0.038859858	1
123720	WAS protein homolog associated with actin, golgi membranes and microtubules	WHAMM	15	82822244	415	1	0.625	0.500451946	0.312782466	1
9455	homer scaffolding protein 2	HOMER2	15	82900850	2043	0.818181818	0.083333333	0.033112625	0.002257679	1
83640	family with sequence similarity 103 member A1	FAM103A1	15	82988629.5	748	0.818181818	1	0.287162589	0.234951209	1
123207	chromosome 15 open reading frame 40	C15orf40	15	83004810.63	477	1	0.272727273	0.451281829	0.123076862	1
53339	BTB domain containing 1	BTBD1	15	83041891	257.5	0.727272727	1	0.650818353	0.473322439	1
53346	transmembrane 6 superfamily member 1	TM6SF1	15	83122443.5	1259	0.909090909	0.545454545	0.122446156	0.060717102	1
50810	hepatoma-derived growth factor, related protein 3	HDGFRP3	15	83173034.5	365	0.909090909	0.333333333	0.543981064	0.164842747	1
646	basonuclin 1	BNC1	15	83269994.25	426	0.818181818	1	0.491353071	0.402016149	1
6457	SH3 domain containing GRB2 like 3, endophilin A3	SH3GL3	15	83543830.5	368	1	0.807692308	0.541265689	0.437176134	1
57188	ADAMTS like 3	ADAMTSL3	15	83846963	477	1	0.777777778	0.451281829	0.350996978	1
440299	dynamin 1 pseudogene 41	DNM1P41	15	84336781.25	432	0.636363636	1	0.486459967	0.309565434	1
100506874	long intergenic non-protein coding RNA 933	LINC00933	15	84575535.75	245	1	1	0.664530841	0.664530841	1
54993	zinc finger and SCAN domain containing 2	ZSCAN2	15	84608377	209	1	0.2	0.705658454	0.141131691	1
54581	SCAN domain containing 2 pseudogene	SCAND2P	15	84636961	1302	0.636363636	0.125	0.113971103	0.009065883	1
84942	WD repeat domain 73	WDR73	15	84647894.25	2196.5	0.818181818	1	0.025632674	0.020972188	1
4828	neuromedin B	NMB	15	84656849.5	361.5	0.818181818	0.666666667	0.547166223	0.298454303	1
23478	SEC11 homolog A, signal peptidase complex subunit	SEC11A	15	84692998	274	1	1	0.633150173	0.633150173	1
9640	zinc finger protein 592	ZNF592	15	84777509	275	0.636363636	1	0.632094922	0.402242223	1
57538	alpha kinase 3	ALPK3	15	84845080.5	325.5	1	0.666666667	0.581030176	0.38735345	1
9154	solute carrier family 28 member 1	SLC28A1	15	84911911.17	310.5	0.727272727	0.166666667	0.59575145	0.072212297	1
5151	phosphodiesterase 8A	PDE8A	15	85060192.75	380	1	0.666666667	0.530539058	0.353692706	1
11214	A-kinase anchoring protein 13	AKAP13	15	85624820	466	0.909090909	0.75	0.459638665	0.313389999	1
64410	kelch like family member 25	KLHL25	15	85777141.5	465	0.727272727	1	0.460406008	0.334840733	1
123624	ATP/GTP binding protein like 1	AGBL1	15	86554429.5	171	1	0.272727273	0.751835473	0.205046038	1
145978	long intergenic non-protein coding RNA 52	LINC00052	15	87578307	335	0.818181818	0.5	0.571895424	0.233957219	1
4916	neurotrophic receptor tyrosine kinase 3	NTRK3	15	88090418.75	320	1	0.419354839	0.586385256	0.245903494	1
283738	NTRK3 antisense RNA 1	NTRK3-AS1	15	88261897.5	2400	1	1	0.018254621	0.018254621	1
26589	mitochondrial ribosomal protein L46	MRPL46	15	88463439.5	305	1	1	0.601242209	0.601242209	1
64963	mitochondrial ribosomal protein S11	MRPS11	15	88472073	2898	1	0.7	0.007954405	0.005568083	1
55070	de-etiolated homolog 1 (Arabidopsis)	DET1	15	88528115.13	403	1	1	0.510570265	0.510570265	1
64782	apoptosis enhancing nuclease	AEN	15	88626788	424.5	0.909090909	1	0.492584017	0.447803652	1
3669	interferon stimulated exonuclease gene 20	ISG20	15	88646766.5	782	0.875	1	0.271329684	0.237413473	1
176	aggrecan	ACAN	15	88839398	1116	0.909090909	1	0.155431257	0.141301142	1
145864	hyaluronan and proteoglycan link protein 3	HAPLN3	15	88886455	372	0.909090909	1	0.537666262	0.488787511	1
4240	milk fat globule-EGF factor 8 protein	MFGE8	15	88905898.75	355	1	0.714285714	0.55313108	0.395093629	1
11057	abhydrolase domain containing 2	ABHD2	15	89145254.5	431	0.909090909	1	0.487272088	0.442974625	1
6017	retinaldehyde binding protein 1	RLBP1	15	89215778.5	567	0.909090909	1	0.388373266	0.353066605	1
55215	Fanconi anemia complementation group I	FANCI	15	89280546.5	292	1	1	0.614422379	0.614422379	1
5428	DNA polymerase gamma, catalytic subunit	POLG	15	89325549.5	234	0.909090909	1	0.676836622	0.61530602	1
254559	MIR9-3 host gene	MIR9-3HG	15	89383023.13	255	1	1	0.653538025	0.653538025	1
51458	Rh family C glycoprotein	RHCG	15	89484003	297	0.818181818	1	0.609319232	0.498533917	1
283761	long intergenic non-protein coding RNA 928	LINC00928	15	89514481.5	424	1	1	0.492995018	0.492995018	1
90381	TOPBP1 interacting checkpoint and replication regulator	TICRR	15	89601804	375	0.909090909	1	0.534982409	0.486347645	1
374654	kinesin family member 7	KIF7	15	89641710	335	0.818181818	1	0.571895424	0.467914438	1
5346	perilipin 1	PLIN1	15	89671893	339	0.909090909	1	0.568092309	0.516447554	1
8800	peroxisomal biogenesis factor 11 alpha	PEX11A	15	89686157	370	1	1	0.539462974	0.539462974	1
56964	WD repeat domain 93	WDR93	15	89707426.75	283	1	0.647058824	0.623715989	0.403580934	1
55897	mesoderm posterior bHLH transcription factor 1	MESP1	15	89750587.5	411	0.909090909	1	0.50380224	0.458002037	1
145873	mesoderm posterior bHLH transcription factor 2	MESP2	15	89777554	322	1	1	0.584432267	0.584432267	1
290	alanyl aminopeptidase, membrane	ANPEP	15	89799867	245	1	1	0.664530841	0.664530841	1
348110	actin-related protein 2/3 complex inhibitor	ARPIN	15	89904684.75	410	1	1	0.504643312	0.504643312	1
374655	zinc finger protein 710	ZNF710	15	90041845	721	0.727272727	0.625	0.300391345	0.136541521	1
3418	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	IDH2	15	90092783.25	379	1	1	0.531424766	0.531424766	1
10509	semaphorin 4B	SEMA4B	15	90211197.33	320	1	1	0.586385256	0.586385256	1
10519	calcium and integrin binding 1	CIB1	15	90237448.83	416	1	1	0.499617859	0.499617859	1
440307	tubulin tyrosine ligase like 13, pseudogene	TTLL13P	15	90254309.5	281	1	0.5	0.625800252	0.312900126	1
51335	neugrin, neurite outgrowth associated	NGRN	15	90268936.5	335.5	0.818181818	0.666666667	0.571418646	0.311682898	1
23766	GABA type A receptor associated protein like 3 pseudogene	GABARAPL3	15	90347988.5	407	0.727272727	1	0.507174963	0.368854519	1
8826	IQ motif containing GTPase activating protein 1	IQGAP1	15	90445241.5	348	0.909090909	0.5	0.559627513	0.254376142	1
64784	CREB regulated transcription coactivator 3	CRTC3	15	90587615	271	0.909090909	1	0.636326505	0.578478641	1
101929765	long intergenic non-protein coding RNA 1585	LINC01585	15	90662593.5	456	0.909090909	1	0.467370003	0.424881821	1
641	Bloom syndrome RecQ like helicase	BLM	15	90766394	329	0.909090909	0.857142857	0.577647888	0.450115237	1
5045	furin, paired basic amino acid cleaving enzyme	FURIN	15	90877230	424	0.818181818	1	0.492995018	0.40335956	1
2242	FES proto-oncogene, tyrosine kinase	FES	15	90890210.67	328	0.909090909	1	0.578612242	0.526011129	1
4122	mannosidase alpha class 2A member 2	MAN2A2	15	90912834.5	247	0.909090909	0.666666667	0.662317584	0.401404596	1
374659	HD domain containing 3	HDDC3	15	90931743	321	1	1	0.585407947	0.585407947	1
55898	unc-45 myosin chaperone A	UNC45A	15	90943660.33	349	1	0.9	0.558694801	0.502825321	1
91433	RCC1 domain containing 1	RCCD1	15	90959000	2707	1	1	0.010938894	0.010938894	1
9055	protein regulator of cytokinesis 1	PRC1	15	90980344	317	1	0.842105263	0.589326982	0.496275354	1
26276	VPS33B, late endosome and lysosome associated	VPS33B	15	91010518	416	1	1	0.499617859	0.499617859	1
9899	synaptic vesicle glycoprotein 2B	SV2B	15	91201531	1507	1	1	0.080963078	0.080963078	1
101926928	cervical cancer-associated transcript 37	CRAT37	15	91479094	355.5	0.909090909	1	0.552669945	0.502427223	1
28232	solute carrier organic anion transporter family member 3A1	SLCO3A1	15	92009229	665	1	0.375	0.329803594	0.123676348	1
8128	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	ST8SIA2	15	92431312.75	4617	1	0.75	0.000452185	0.000339139	1
145858	chromosome 15 open reading frame 32	C15orf32	15	92486396.5	334	1	0.666666667	0.572850175	0.381900116	1
100144604	long intergenic non-protein coding RNA 930	LINC00930	15	92570040	251	0.727272727	1	0.65791316	0.478482298	1
400451	family with sequence similarity 174 member B	FAM174B	15	92636624.5	220.5	1	1	0.692251057	0.692251057	1
100507217	long intergenic non-protein coding RNA 1578	LINC01578	15	92890907.75	901	1	1	0.222479693	0.222479693	1
1106	chromodomain helicase DNA binding protein 2	CHD2	15	92944470	94	1	0.5	0.854877267	0.427438634	1
56963	repulsive guidance molecule family member a	RGMA	15	93061561.9	207	0.818181818	1	0.708016543	0.579286262	1
101927129	long intergenic non-protein coding RNA 1580	LINC01580	15	93939870.5	335	0.818181818	0.5	0.571895424	0.233957219	1
101927112	long intergenic non-protein coding RNA 1581	LINC01581	15	94006671	344	1	1	0.563373961	0.563373961	1
55784	multiple C2 and transmembrane domain containing 2	MCTP2	15	94385337.75	174.5	0.909090909	0.705882353	0.747458896	0.479652767	1
400456	long intergenic non-protein coding RNA 1197	LINC01197	15	95303194.5	422	0.818181818	1	0.494642452	0.404707461	1
145820	long intergenic non-protein coding RNA 924	LINC00924	15	95470469.5	312	0.909090909	1	0.594262692	0.540238811	1
7026	nuclear receptor subfamily 2 group F member 2	NR2F2	15	96335470.38	277	0.909090909	1	0.629989695	0.572717905	1
145946	spermatogenesis associated 8	SPATA8	15	96784510.5	384	0.909090909	1	0.527010964	0.479100876	1
101927286	uncharacterized LOC101927286	LOC101927286	15	97446090.5	269	0.818181818	1	0.638452908	0.522370561	1
101927310	uncharacterized LOC101927310	LOC101927310	15	97556990.5	414	0.909090909	1	0.501287425	0.455715841	1
91948	long intergenic non-protein coding RNA 923	LINC00923	15	97808522	131.5	0.363636364	0	0.803040999	0	1
91947	arrestin domain containing 4	ARRDC4	15	97967270	348	0.818181818	1	0.559627513	0.457877056	1
283777	family with sequence similarity 169 member B	FAM169B	15	98475771.5	309	0.727272727	1	0.597243937	0.434359227	1
3480	insulin like growth factor 1 receptor	IGF1R	15	98806534	379	1	0.555555556	0.531424766	0.295235981	1
23336	synemin	SYNM	15	99120337	284	1	0.666666667	0.622676463	0.415117642	1
64927	tetratricopeptide repeat domain 23	TTC23	15	99193372.25	462	0.818181818	0.697674419	0.462715733	0.264129488	1
123355	leucine rich repeat containing 28	LRRC28	15	99321158.25	353	0.818181818	0.714285714	0.55497947	0.324338651	1
4205	myocyte enhancer factor 2A	MEF2A	15	99657970	606	0.909090909	0.871794872	0.363912217	0.288415277	1
145748	LysM domain containing 4	LYSMD4	15	99730407.25	319.5	0.818181818	0.7	0.586874522	0.336119044	1
196968	dynamin 1 pseudogene 46	DNM1P46	15	99798541	889	0.909090909	0.5	0.226977868	0.103171758	1
170691	ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	15	100156721	281	1	0.5	0.625800252	0.312900126	1
388182	spermatogenesis associated 41 (non-protein coding)	SPATA41	15	100347465.8	574	0.818181818	0.666666667	0.383864837	0.20938082	1
204219	ceramide synthase 3	CERS3	15	100472433.5	346	0.727272727	1	0.561497612	0.4083619	1
441733	protein kinase, X-linked, pseudogene 1	PRKXP1	15	100553517	118	0.727272727	1	0.821329642	0.597330648	1
102723335	uncharacterized LOC102723335	LOC102723335	15	100559232	198	0.727272727	1	0.718725837	0.522709699	1
55180	lines homolog 1	LINS1	15	100585731	408	0.909090909	0.444444444	0.506329672	0.204577645	1
140460	ankyrin repeat and SOCS box containing 7	ASB7	15	100621751.5	573	0.909090909	1	0.38450568	0.349550618	1
220	aldehyde dehydrogenase 1 family member A3	ALDH1A3	15	100898158	388	1	0.666666667	0.523506331	0.349004221	1
79705	leucine rich repeat kinase 1	LRRK1	15	100994663	298	1	0.75	0.608303699	0.456227775	1
22856	chondroitin sulfate synthase 1	CHSY1	15	101213827	307	1	1	0.599239738	0.599239738	1
55829	selenoprotein S	SELENOS	15	101274532.3	452	1	0.5	0.470498829	0.235249414	1
6627	small nuclear ribonucleoprotein polypeptide A'	SNRPA1	15	101288395.5	174	1	1	0.748082558	0.748082558	1
5046	proprotein convertase subtilisin/kexin type 6	PCSK6	15	101419903	437	1	0.333333333	0.482419625	0.160806542	1
80213	TM2 domain containing 3	TM2D3	15	101644900.8	273	0.909090909	0.5	0.634207185	0.288275993	1
123283	threonyl-tRNA synthetase like 2	TARSL2	15	101689096.5	449	0.818181818	0.777777778	0.472859186	0.300910391	1
100128108	putative ubiquitin-conjugating enzyme E2Q2-like protein	LOC100128108	15	101741442.7	526.5	0.545454545	0.4	0.41551687	0.090658226	1
51728	RNA polymerase III subunit K	POLR3K	16	50305	589	1	1	0.374379372	0.374379372	1
79622	small nuclear ribonucleoprotein U11/U12 subunit 25	SNRNP25	16	55748.5	586	1	1	0.376257526	0.376257526	1
64285	rhomboid 5 homolog 1	RHBDF1	16	65344.5	305	0.727272727	0.857142857	0.601242209	0.374800338	1
4350	N-methylpurine DNA glycosylase	MPG	16	81722.25	383	0.727272727	1	0.527890782	0.383920568	1
8131	NPR3 like, GATOR1 complex subunit	NPRL3	16	112251	122	0.818181818	0.833333333	0.815867784	0.556273489	1
3050	hemoglobin subunit zeta	HBZ	16	153679.5	344	1	1	0.563373961	0.563373961	1
3042	hemoglobin subunit mu	HBM	16	166370.5	201	1	1	0.715138194	0.715138194	1
3049	hemoglobin subunit theta 1	HBQ1	16	180756	320	0.909090909	1	0.586385256	0.533077505	1
55692	LUC7 like	LUC7L	16	209225	177.5	1	0.909090909	0.743727827	0.676116206	1
83986	family with sequence similarity 234 member A	FAM234A	16	251289.5	478	0.818181818	0.928571429	0.450529692	0.342285546	1
8786	regulator of G-protein signaling 11	RGS11	16	272121.5	409	1	0.75	0.505485789	0.379114342	1
398	Rho GDP dissociation inhibitor gamma	ARHGDIG	16	281804	386	0.818181818	1	0.525255724	0.429754684	1
64714	protein disulfide isomerase family A member 2	PDIA2	16	285163	381	1	1	0.529654826	0.529654826	1
8312	axin 1	AXIN1	16	320057.5	356	1	0.785714286	0.552209195	0.433878653	1
10573	mitochondrial ribosomal protein L28	MRPL28	16	368976	332	1	1	0.57476446	0.57476446	1
58986	transmembrane protein 8A	TMEM8A	16	376362.5	365	0.636363636	1	0.543981064	0.346169768	1
100134368	uncharacterized LOC100134368	LOC100134368	16	387600	215	1	1	0.698631207	0.698631207	1
4833	NME/NM23 nucleoside diphosphate kinase 4	NME4	16	398991.3333	327	0.909090909	1	0.579578205	0.526889278	1
26063	2,4-dienoyl-CoA reductase 2, peroxisomal	DECR2	16	407172	292	0.818181818	1	0.614422379	0.502709219	1
9727	RAB11 family interacting protein 3	RAB11FIP3	16	486369.5	653	1	0.636363636	0.336471682	0.214118343	1
6650	calpain 15	CAPN15	16	541245.5	529	1	1	0.413787713	0.413787713	1
146325	proline rich 35	PRR35	16	562975	238	0.727272727	1	0.672335646	0.488971379	1
283948	NHL repeat containing 4	NHLRC4	16	568244.5	487	0.909090909	1	0.443816625	0.403469659	1
9091	phosphatidylinositol glycan anchor biosynthesis class Q	PIGQ	16	577051.5	513	1	1	0.424979948	0.424979948	1
57799	RAB40C, member RAS oncogene family	RAB40C	16	609545.5	150	1	1	0.778638369	0.778638369	1
117166	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	WFIKKN1	16	632563.5	333	0.909090909	1	0.573806519	0.52164229	1
84326	methyltransferase like 26	METTL26	16	635396	271	0.727272727	0.666666667	0.636326505	0.308521942	1
84331	MAPK regulated corepressor interacting protein 2	MCRIP2	16	645421.8333	322	0.909090909	0.916666667	0.584432267	0.487026889	1
105371038	uncharacterized LOC105371038	LOC105371038	16	648885	218.5	0.636363636	1	0.694564342	0.44199549	1
197335	WD repeat domain 90	WDR90	16	658595.5	207	0.818181818	0.75	0.708016543	0.434464697	1
89941	ras homolog family member T2	RHOT2	16	671128	298	0.727272727	1	0.608303699	0.442402691	1
9028	rhomboid like 1	RHBDL1	16	677068.75	442	0.636363636	0.833333333	0.478412839	0.253703778	1
105371184	uncharacterized LOC105371184	LOC105371184	16	679147	180.5	0.454545455	1	0.740015382	0.336370628	1
10273	STIP1 homology and U-box containing protein 1	STUB1	16	681439	337	1	1	0.569990695	0.569990695	1
339123	jumonji domain containing 8	JMJD8	16	683054	414	0.909090909	1	0.501287425	0.455715841	1
